current_path,module,kind,current_ref,current_sha256,openproj_commit,openproj_path,openproj_sha256,projectlibre_baseline,first_commit,claimed_origin,normalized_openproj_match,introduced_by,license,disposition,evidence,reviewer
modules/projectlibre_core/src/main/java/com/projectlibre1/pm/criticalpath/PredecessorTaskList.java,projectlibre_core,java,HEAD,637dc95009722134a719dd485dd9351777c809e00448ee45b80fe1cadd4a2a05,d2fa3c20a,openproj_core/src/com/projity/pm/criticalpath/PredecessorTaskList.java,9a734cd91c5c3150e5fb39b813bdf14b1a3678fd36d4645b77ca151506a77ffa,0530be227f4a10c5545cce8d3db20ac5a4d76a66,REVIEW_REQUIRED,ProjectLibre,false,REVIEW_REQUIRED,CPAL-1.0,REVIEW,OpenProj path exists but content differs; perform hunk-level comparison,
modules/projectlibre_core/src/main/java/com/projectlibre1/pm/criticalpath/PredecessorTaskTree.java,projectlibre_core,java,HEAD,bb012c1d4ef16db3b0a808c8841e3d08c743a4440fe919d73e5c22f0ccb9f5e1,d2fa3c20a,openproj_core/src/com/projity/pm/criticalpath/PredecessorTaskTree.java,4a31b290504e4a535f7c40c2644ad26be1308364427f0402d3751b9d566d171a,0530be227f4a10c5545cce8d3db20ac5a4d76a66,REVIEW_REQUIRED,ProjectLibre,false,REVIEW_REQUIRED,CPAL-1.0,REVIEW,OpenProj path exists but content differs; perform hunk-level comparison,
modules/projectlibre_core/src/main/java/com/projectlibre1/pm/criticalpath/ScheduleWindow.java,projectlibre_core,java,HEAD,9c08feead780bd81aad8256ea1f6c3acec9379f7290a9757b976b752ab148b31,d2fa3c20a,openproj_core/src/com/projity/pm/criticalpath/ScheduleWindow.java,8adecb31a5ae7ca612e2194fa0890c54f144a3ad8dee969c1f101e8733f2e5d6,0530be227f4a10c5545cce8d3db20ac5a4d76a66,REVIEW_REQUIRED,ProjectLibre,true,REVIEW_REQUIRED,CPAL-1.0,KEEP_OPENPROJ,normalized content matches OpenProj baseline,
modules/projectlibre_core/src/main/java/com/projectlibre1/pm/criticalpath/SchedulingAlgorithm.java,projectlibre_core,java,HEAD,735d62f5ff74c93f1b1c22ff24e6db560e3c4da62c94ef031e0311d2ab11f222,d2fa3c20a,openproj_core/src/com/projity/pm/criticalpath/SchedulingAlgorithm.java,75b3845a470d2c79344fb47ac64023819d7dc4c1fd21380578af31c20c67b755,0530be227f4a10c5545cce8d3db20ac5a4d76a66,REVIEW_REQUIRED,ProjectLibre,true,REVIEW_REQUIRED,CPAL-1.0,KEEP_OPENPROJ,normalized content matches OpenProj baseline,
modules/projectlibre_core/src/main/java/com/projectlibre1/pm/criticalpath/TaskSchedule.java,projectlibre_core,java,HEAD,f58771a4db67f7114bd1bfba8f42f49a7b134047c2d83b5498ab12950f3938b0,d2fa3c20a,openproj_core/src/com/projity/pm/criticalpath/TaskSchedule.java,f51220c58f1a9fc359c7fd5382df6c9e0d2842dd371e9d0aa2b9d9b565be33d7,0530be227f4a10c5545cce8d3db20ac5a4d76a66,REVIEW_REQUIRED,ProjectLibre,false,REVIEW_REQUIRED,CPAL-1.0,REVIEW,OpenProj path exists but content differs; perform hunk-level comparison,
modules/projectlibre_core/src/main/java/com/projectlibre1/pm/dependency/Dependency.java,projectlibre_core,java,HEAD,a7623d043fc2e2bb0e921181bb32ac705014f6ccc85299ec76b12494e820f8ac,d2fa3c20a,openproj_core/src/com/projity/pm/dependency/Dependency.java,f10f0652e09318491f4415caaa1b4e2aafba19e2d10564a5661eaa94e48bd875,0530be227f4a10c5545cce8d3db20ac5a4d76a66,REVIEW_REQUIRED,ProjectLibre,false,REVIEW_REQUIRED,CPAL-1.0,REVIEW,OpenProj path exists but content differs; perform hunk-level comparison,
modules/projectlibre_core/src/main/java/com/projectlibre1/pm/dependency/DependencyFormat.java,projectlibre_core,java,HEAD,3c0a5723fb0973f748f0e76966685488db8f09dbff279e68cb034ad62021a537,d2fa3c20a,openproj_core/src/com/projity/pm/dependency/DependencyFormat.java,3320375b152e2d58d0dfa7cae4fed7544ba2b33b4287c681f30bd8897550ad1b,0530be227f4a10c5545cce8d3db20ac5a4d76a66,REVIEW_REQUIRED,ProjectLibre,false,REVIEW_REQUIRED,CPAL-1.0,REVIEW,OpenProj path exists but content differs; perform hunk-level comparison,
modules/projectlibre_core/src/main/java/com/projectlibre1/pm/dependency/DependencyNodeModelDataFactory.java,projectlibre_core,java,HEAD,d68e66b994bb046e09fffc9215a28505cde1aa7464c5680dc0e0c9a558cb1bdb,d2fa3c20a,openproj_core/src/com/projity/pm/dependency/DependencyNodeModelDataFactory.java,cb3f0c3616c244dcb0a486eeb88be09dee7cca2e553712cd02da1a37bea1808b,0530be227f4a10c5545cce8d3db20ac5a4d76a66,REVIEW_REQUIRED,ProjectLibre,false,REVIEW_REQUIRED,CPAL-1.0,REVIEW,OpenProj path exists but content differs; perform hunk-level comparison,
modules/projectlibre_core/src/main/java/com/projectlibre1/pm/dependency/DependencyService.java,projectlibre_core,java,HEAD,6bba2982bd954cb6bb9d298ea967badf44a3cfa5beaf1c6d26ffdbb5f81ed0c3,d2fa3c20a,openproj_core/src/com/projity/pm/dependency/DependencyService.java,38a10b36a02e75cae0bf32ffc49fe09c3770936fc09c01ea3a923e19e7775de5,0530be227f4a10c5545cce8d3db20ac5a4d76a66,REVIEW_REQUIRED,ProjectLibre,false,REVIEW_REQUIRED,CPAL-1.0,REVIEW,OpenProj path exists but content differs; perform hunk-level comparison,
modules/projectlibre_core/src/main/java/com/projectlibre1/pm/dependency/DependencyType.java,projectlibre_core,java,HEAD,47a1b8f9972ae29db338efc8f145b4b3e78c26eca1b5a4f4a8053918536672dc,d2fa3c20a,openproj_core/src/com/projity/pm/dependency/DependencyType.java,184ee77c0c4060c4f23578ed67419b8def9858174acb4d3c8ca262aa1cbb2d8c,0530be227f4a10c5545cce8d3db20ac5a4d76a66,REVIEW_REQUIRED,ProjectLibre,false,REVIEW_REQUIRED,CPAL-1.0,REVIEW,OpenProj path exists but content differs; perform hunk-level comparison,
